precision, recall, fmeasure 
0.990625,0.09935897435897437,0.18060354333602882
0.9200895779247046,0.2585551330798479,0.4036736109610969
0.9253868380106886,0.1720183486238532,0.29010891811259343
0.988257135959719,0.0328719723183391,0.06362752947362438
1.0,0.3940677966101695,0.5653495440729484
0.8517614461010686,0.5769230769230769,0.6879067091017589
1.0,0.911504424778761,0.9537037037037037
1.0,0.7922705314009661,0.8840970350404312
1.0,0.7786561264822134,0.8755555555555555
1.0,0.42028985507246375,0.5918367346938774
0.9676119997996182,0.44365162396486657,0.5496462884051618
